chemical,disease,n_proteins_mapped_chemical,n_proteins_mapped_disease,closest,avg_closest_null,std_closest_null,z_closest
3-caffeoylquinic acid,diabetes mellitus,9,186,1.444444444,1.882555556,0.139653495,-3.137129579
3-caffeoylquinic acid,macular degeneration,9,51,2.111111111,2.084444444,0.12,0.222222222
3-caffeoylquinic acid,"cardiomyopathy, hypertrophic, familial",9,22,2.222222222,2.103666667,0.108895181,1.088712597
3-caffeoylquinic acid,biliary tract diseases,9,48,2.111111111,1.993444444,0.124102656,0.948139797
3-caffeoylquinic acid,kidney neoplasms,9,23,1.888888889,2.055555556,0.10976968,-1.518330619
3-caffeoylquinic acid,stomatognathic system abnormalities,9,19,2.111111111,2.202888889,0.140005467,-0.655529956
3-caffeoylquinic acid,breast diseases,9,45,2.111111111,1.953444444,0.136148022,1.158053302
3-caffeoylquinic acid,precursor cell lymphoblastic leukemia-lymphoma,9,43,2.111111111,2.017888889,0.097567893,0.955460028
3-caffeoylquinic acid,hypotrichosis,9,18,2.111111111,2.123111111,0.120919114,-0.099239894
3-caffeoylquinic acid,female urogenital diseases and pregnancy complications,9,275,1.888888889,1.776333333,0.168392216,0.668413057
3-caffeoylquinic acid,neurobehavioral manifestations,9,104,2.111111111,1.916444444,0.129027512,1.508722164
3-caffeoylquinic acid,aneurysm,9,17,2.222222222,2.078333333,0.107034954,1.344316813
3-caffeoylquinic acid,"spondylitis, ankylosing",9,14,2.222222222,2.128444444,0.118616719,0.790594942
3-caffeoylquinic acid,orbital diseases,9,14,2.222222222,2.204222222,0.141323375,0.127367465
3-caffeoylquinic acid,proteinuria,9,19,2.111111111,2.194,0.138665776,-0.597760248
3-caffeoylquinic acid,demyelinating diseases,9,104,1.888888889,1.886222222,0.143734323,0.018552748
3-caffeoylquinic acid,urogenital abnormalities,9,35,2.111111111,2.003222222,0.126009945,0.856193447
3-caffeoylquinic acid,coronary disease,9,44,2.111111111,2.020222222,0.128181777,0.709062483
3-caffeoylquinic acid,glucose metabolism disorders,9,205,1.555555556,1.865777778,0.142756635,-2.173084442
3-caffeoylquinic acid,"neoplasms, connective and soft tissue",9,43,1.888888889,1.969888889,0.116510954,-0.6952136
3-caffeoylquinic acid,thoracic neoplasms,9,23,2.111111111,1.975444444,0.143421979,0.945926609
3-caffeoylquinic acid,cranial nerve diseases,9,35,2.222222222,2.075222222,0.109582316,1.341457322
3-caffeoylquinic acid,"heart defects, congenital",9,64,1.888888889,2.011222222,0.097802964,-1.250814172
3-caffeoylquinic acid,bacterial infections,9,33,2.111111111,2.043333333,0.123423391,0.549148565
3-caffeoylquinic acid,nutritional and metabolic diseases,9,663,1.555555556,1.590333333,0.193187397,-0.180020945
3-caffeoylquinic acid,"leukemia, b-cell",9,21,2.111111111,2.049,0.131210838,0.473368756
3-caffeoylquinic acid,"skin diseases, papulosquamous",9,60,1.777777778,1.986333333,0.115996541,-1.797946333
3-caffeoylquinic acid,gastroenteritis,9,147,1.555555556,1.877444444,0.134365955,-2.395613448
3-caffeoylquinic acid,pathologic processes,9,69,2.111111111,1.982555556,0.111905549,1.148786248
3-caffeoylquinic acid,sarcoma,9,27,1.888888889,2.001444444,0.123469944,-0.911602869
3-caffeoylquinic acid,hyperthyroidism,9,14,2.222222222,2.204222222,0.141323375,0.127367465
3-caffeoylquinic acid,mitochondrial diseases,9,54,2.111111111,2.044444444,0.09545214,0.698430296
3-caffeoylquinic acid,peroxisomal disorders,9,20,2.111111111,2.148333333,0.125451038,-0.296707168
3-caffeoylquinic acid,nervous system malformations,9,110,1.888888889,1.892666667,0.13684469,-0.027606316
3-caffeoylquinic acid,rheumatic diseases,9,65,2.111111111,1.979,0.122589297,1.077672473
3-caffeoylquinic acid,cardiomegaly,9,37,2,2.004,0.112584893,-0.035528746
3-caffeoylquinic acid,hemic and lymphatic diseases,9,312,1.777777778,1.698111111,0.17725308,0.449451523
3-caffeoylquinic acid,hereditary sensory and motor neuropathy,9,57,2.111111111,1.979666667,0.112519463,1.168192956
3-caffeoylquinic acid,basal ganglia diseases,9,55,2.111111111,1.960666667,0.136204458,1.104548609
3-caffeoylquinic acid,spondylitis,9,20,2.222222222,2.060666667,0.106914296,1.511075336
3-caffeoylquinic acid,celiac disease,9,38,2.111111111,2.042777778,0.124958018,0.546850331
3-caffeoylquinic acid,"lung diseases, obstructive",9,46,2.111111111,2.010555556,0.13716598,0.733093988
3-caffeoylquinic acid,"metabolism, inborn errors",9,316,2.111111111,1.820444444,0.150904434,1.926163859
3-caffeoylquinic acid,"genital neoplasms, female",9,26,2.111111111,1.956444444,0.129402044,1.195241299
3-caffeoylquinic acid,arthritis,9,85,2.111111111,1.933222222,0.128129901,1.388347974
3-caffeoylquinic acid,"bone diseases, metabolic",9,33,2.111111111,2.113777778,0.122998745,-0.021680438
3-caffeoylquinic acid,neurologic manifestations,9,193,2,1.840333333,0.151128716,1.05649456
3-caffeoylquinic acid,"neoplasms, glandular and epithelial",9,94,1.555555556,1.834111111,0.157368444,-1.770085212
3-caffeoylquinic acid,immunologic deficiency syndromes,9,51,2.111111111,2.000555556,0.101164516,1.092829385
3-caffeoylquinic acid,urologic diseases,9,203,1.888888889,1.857,0.143270055,0.222578884
3-caffeoylquinic acid,movement disorders,9,63,2.111111111,1.939888889,0.131201428,1.305033217
3-caffeoylquinic acid,respiratory tract neoplasms,9,21,2.111111111,1.979666667,0.143049288,0.91887521
3-caffeoylquinic acid,"bone diseases, developmental",9,103,2.111111111,1.911333333,0.134678217,1.483371118
3-caffeoylquinic acid,chromosome disorders,9,34,2.111111111,1.998888889,0.123323323,0.909983769
3-caffeoylquinic acid,urination disorders,9,22,2.111111111,2.183,0.139327795,-0.515969471
3-caffeoylquinic acid,malformations of cortical development,9,23,2.111111111,2.062555556,0.109433502,0.443699184
3-caffeoylquinic acid,lymphatic diseases,9,130,2.111111111,1.884888889,0.139960488,1.616329187
3-caffeoylquinic acid,signs and symptoms,9,133,2,1.945444444,0.120386159,0.45317133
3-caffeoylquinic acid,retinal dystrophies,9,73,2.111111111,2.022333333,0.113561807,0.781757356
3-caffeoylquinic acid,neoplasms by histologic type,9,306,1.555555556,1.653111111,0.171237904,-0.569707718
3-caffeoylquinic acid,cerebellar diseases,9,38,2.111111111,2.034777778,0.104055481,0.733583011
3-caffeoylquinic acid,"pathological conditions, anatomical",9,21,2.111111111,2.106444444,0.117496309,0.03971756
3-caffeoylquinic acid,nephritis,9,24,2.111111111,2.108777778,0.113776855,0.020507979
3-caffeoylquinic acid,kidney diseases,9,168,1.888888889,1.893,0.1356116,-0.030315335
3-caffeoylquinic acid,"diabetes mellitus, type 2",9,83,1.555555556,1.959444444,0.123317066,-3.275206766
3-caffeoylquinic acid,pigmentation disorders,9,48,1.888888889,1.978666667,0.121672298,-0.73786539
3-caffeoylquinic acid,endocrine system diseases,9,333,1.444444444,1.745555556,0.171194064,-1.758887574
3-caffeoylquinic acid,overnutrition,9,14,2.111111111,2.193555556,0.138574578,-0.594946388
3-caffeoylquinic acid,"genetic diseases, x-linked",9,119,2.111111111,1.89,0.134893648,1.639151392
3-caffeoylquinic acid,"skin diseases, vascular",9,19,1.888888889,2.129777778,0.11903812,-2.023628132
3-caffeoylquinic acid,musculoskeletal abnormalities,9,67,2.111111111,1.913444444,0.129202635,1.529896554
3-caffeoylquinic acid,gastrointestinal diseases,9,262,1.555555556,1.749444444,0.168507427,-1.150625179
3-caffeoylquinic acid,cholestasis,9,35,2.111111111,2.03,0.11282566,0.718906593
3-caffeoylquinic acid,"arrhythmias, cardiac",9,31,2.111111111,2.112555556,0.119919263,-0.012045141
3-caffeoylquinic acid,congenital abnormalities,9,429,1.888888889,1.651,0.182205927,1.305604555
3-caffeoylquinic acid,glomerulonephritis,9,20,2.111111111,2.162,0.125522906,-0.405415158
3-caffeoylquinic acid,"metal metabolism, inborn errors",9,21,2.222222222,2.213888889,0.14492974,0.057499126
3-caffeoylquinic acid,digestive system diseases,9,368,1.555555556,1.692222222,0.172243726,-0.793449315
3-caffeoylquinic acid,bile duct diseases,9,38,2.111111111,2.021111111,0.126095202,0.713746427
3-caffeoylquinic acid,congenital disorders of glycosylation,9,25,2.222222222,2.163,0.134389842,0.440674841
3-caffeoylquinic acid,"brain diseases, metabolic",9,103,2.111111111,1.962333333,0.118012293,1.260697291
3-caffeoylquinic acid,urologic neoplasms,9,37,1.888888889,1.97,0.134582115,-0.602688634
3-caffeoylquinic acid,ovarian neoplasms,9,17,2.111111111,2.009333333,0.109146181,0.932490506
3-caffeoylquinic acid,blood protein disorders,9,22,2.111111111,2.100111111,0.115427226,0.095298141
3-caffeoylquinic acid,neurodegenerative diseases,9,259,1.888888889,1.742777778,0.163668402,0.89272645
3-caffeoylquinic acid,"genetic diseases, inborn",9,960,1.888888889,1.407888889,0.202660057,2.373432667
3-caffeoylquinic acid,vision disorders,9,22,2.222222222,2.209555556,0.141900852,0.089264204
3-caffeoylquinic acid,collagen diseases,9,26,2.111111111,2.063111111,0.108944204,0.440592509
3-caffeoylquinic acid,otorhinolaryngologic diseases,9,45,1.888888889,2.064111111,0.118220917,-1.482159222
3-caffeoylquinic acid,glioma,9,19,2.111111111,2.046555556,0.108720902,0.593773178
3-caffeoylquinic acid,digestive system neoplasms,9,98,1.777777778,1.859888889,0.155590433,-0.527738819
3-caffeoylquinic acid,myocardial infarction,9,16,2.333333333,2.190444444,0.129109199,1.106728958
3-caffeoylquinic acid,"cholestasis, intrahepatic",9,35,2.111111111,2.03,0.11282566,0.718906593
3-caffeoylquinic acid,mouth diseases,9,27,1.888888889,2.078777778,0.118754805,-1.598999627
3-caffeoylquinic acid,panuveitis,9,14,2,2.148777778,0.126201827,-1.178887666
3-caffeoylquinic acid,neuroectodermal tumors,9,52,1.888888889,1.944777778,0.118321126,-0.472349197
3-caffeoylquinic acid,"demyelinating autoimmune diseases, cns",9,85,1.888888889,1.919333333,0.137837084,-0.220872668
3-caffeoylquinic acid,cardiovascular diseases,9,384,1.666666667,1.716,0.17050629,-0.289334389
3-caffeoylquinic acid,dysostoses,9,22,2.111111111,2.048444444,0.104934077,0.597200343
3-caffeoylquinic acid,"lipid metabolism, inborn errors",9,50,2.111111111,2.034111111,0.102364092,0.752216898
3-caffeoylquinic acid,"mental retardation, x-linked",9,70,2.111111111,1.953777778,0.123175274,1.27731263
3-caffeoylquinic acid,crohn disease,9,88,2.111111111,1.936444444,0.127309092,1.371988942
3-caffeoylquinic acid,hemorrhagic disorders,9,59,2.111111111,2.012222222,0.101342836,0.975785689
3-caffeoylquinic acid,immunoproliferative disorders,9,108,2.111111111,1.902222222,0.12936693,1.614700832
3-caffeoylquinic acid,central nervous system diseases,9,396,2.111111111,1.692,0.178540586,2.34742767
3-caffeoylquinic acid,"amino acid metabolism, inborn errors",9,56,2.111111111,2.042222222,0.106434933,0.64723946
3-caffeoylquinic acid,goiter,9,20,2.222222222,2.151888889,0.132138676,0.532269095
3-caffeoylquinic acid,hypopigmentation,9,26,2,2.097888889,0.116154378,-0.842748165
3-caffeoylquinic acid,polyneuropathies,9,66,1.888888889,1.947777778,0.120856,-0.487264916
3-caffeoylquinic acid,peripheral nervous system diseases,9,73,1.888888889,1.929222222,0.136047876,-0.296464262
3-caffeoylquinic acid,"blood coagulation disorders, inherited",9,36,2.222222222,2.078,0.114028153,1.26479486
3-caffeoylquinic acid,"brain diseases, metabolic, inborn",9,102,2.111111111,1.976,0.107229073,1.260023121
3-caffeoylquinic acid,endocrine gland neoplasms,9,53,2.111111111,1.909111111,0.144225304,1.400586406
3-caffeoylquinic acid,"heredodegenerative disorders, nervous system",9,219,1.888888889,1.784,0.157090208,0.667698455
3-caffeoylquinic acid,"genital diseases, female",9,38,2.111111111,1.930666667,0.141710189,1.273334297
3-caffeoylquinic acid,malabsorption syndromes,9,38,2.111111111,2.042777778,0.124958018,0.546850331
3-caffeoylquinic acid,"neoplasms, neuroepithelial",9,28,2.111111111,1.996222222,0.119816939,0.958870175
apigenin,liver diseases,25,81,1.56,1.66448,0.093496148,-1.117479199
apigenin,lung diseases,25,83,1.64,1.6062,0.09762766,0.346213358
apigenin,overweight,25,14,1.88,2.00428,0.075784442,-1.639914437
apigenin,bone marrow diseases,25,60,1.56,1.6262,0.086754596,-0.763071961
apigenin,tauopathies,25,38,1.84,1.73924,0.097107273,1.037615384
apigenin,intellectual disability,25,99,1.64,1.6318,0.086653102,0.094630196
apigenin,spondylarthropathies,25,20,1.88,1.83412,0.073270906,0.626169414
apigenin,anemia,25,60,1.76,1.7292,0.067303492,0.45762856
apigenin,"carcinoma, renal cell",25,19,1.72,1.83492,0.069637588,-1.650258202
apigenin,"cardiomyopathy, dilated",25,32,1.8,1.74952,0.086007962,0.586922403
apigenin,inflammatory bowel diseases,25,144,1.44,1.595,0.086675256,-1.788284306
apigenin,prostatic diseases,25,68,1.56,1.69044,0.092475977,-1.410528481
apigenin,vascular diseases,25,213,1.52,1.5312,0.094721486,-0.118241388
apigenin,hypersensitivity,25,54,1.72,1.74656,0.096458107,-0.275352698
apigenin,metabolic diseases,25,649,1.08,1.30476,0.097503551,-2.305146822
apigenin,sleep disorders,25,21,1.88,1.97148,0.076968887,-1.188532189
apigenin,"abnormalities, multiple",25,141,1.48,1.54924,0.094035219,-0.736319868
apigenin,"leukemia, myeloid, acute",25,43,1.6,1.66412,0.086323957,-0.742783371
apigenin,alzheimer disease,25,32,1.84,1.77676,0.084696531,0.746665762
apigenin,"liver cirrhosis, biliary",25,28,1.72,1.79096,0.087844626,-0.807789877
apigenin,"death, sudden",25,23,1.68,1.87244,0.102021794,-1.88626364
apigenin,cerebrovascular disorders,25,52,1.68,1.77376,0.077786004,-1.205358231
apigenin,"genital diseases, male",25,94,1.56,1.67776,0.085462169,-1.37791962
apigenin,uveal diseases,25,19,1.8,1.89564,0.074855797,-1.277656552
apigenin,cerebellar ataxia,25,35,1.76,1.7828,0.068854629,-0.331132419
apigenin,virus diseases,25,22,1.72,1.87848,0.109080198,-1.452875984
apigenin,"infant, newborn, diseases",25,53,1.72,1.79012,0.066669225,-1.051759634
apigenin,parkinson disease,25,39,1.76,1.72344,0.092473598,0.395356087
apigenin,behcet syndrome,25,14,1.96,1.9466,0.074477111,0.179921051
apigenin,"genital neoplasms, male",25,77,1.56,1.70036,0.08105227,-1.731722021
apigenin,exophthalmos,25,14,2,2.01452,0.077760977,-0.186726048
apigenin,epilepsy,25,32,1.88,1.93564,0.071577862,-0.777335311
apigenin,immune system diseases,25,473,1.16,1.33172,0.101043761,-1.699461685
apigenin,"purine-pyrimidine metabolism, inborn errors",25,20,1.84,1.97172,0.075080234,-1.754389834
apigenin,retinal diseases,25,138,1.76,1.69692,0.07543019,0.836269931
apigenin,nervous system diseases,25,805,1.08,1.21144,0.098421168,-1.335485059
apigenin,"muscular disorders, atrophic",25,36,1.88,1.77604,0.064525331,1.611150189
apigenin,thyroid diseases,25,35,1.88,1.8406,0.071159258,0.553687617
apigenin,"carbohydrate metabolism, inborn errors",25,85,1.68,1.7662,0.077655393,-1.110032377
apigenin,tdp-43 proteinopathies,25,30,1.72,1.71108,0.083285254,0.107101792
apigenin,"colitis, ulcerative",25,68,1.48,1.70968,0.078275779,-2.934240994
apigenin,dementia,25,47,1.76,1.68824,0.092982269,0.771760042
apigenin,disorders of sex development,25,27,1.72,1.85324,0.070693015,-1.884768949
apigenin,skin diseases,25,310,1.16,1.40724,0.094912499,-2.604925626
apigenin,neoplasms,25,531,1.12,1.25668,0.093766612,-1.457661704
apigenin,"congenital, hereditary, and neonatal diseases and abnormalities",25,1129,0.88,1.11448,0.094631547,-2.477820648
apigenin,motor neuron disease,25,36,1.6,1.68056,0.091806788,-0.877495024
apigenin,cardiomyopathies,25,53,1.68,1.71216,0.076478326,-0.420511294
apigenin,joint diseases,25,89,1.76,1.64612,0.094179327,1.209182565
apigenin,"uveitis, anterior",25,14,1.96,1.9466,0.074477111,0.179921051
apigenin,graves disease,25,14,2,2.01452,0.077760977,-0.186726048
apigenin,"renal tubular transport, inborn errors",25,38,1.92,1.89152,0.073136103,0.389410958
apigenin,muscular dystrophies,25,39,1.88,1.78268,0.064961663,1.498114368
apigenin,carotid artery diseases,25,19,1.76,1.93324,0.074955336,-2.311243057
apigenin,"pathological conditions, signs and symptoms",25,220,1.44,1.57232,0.099173674,-1.334225049
apigenin,heart diseases,25,197,1.36,1.55624,0.090484598,-2.168766898
apigenin,leprosy,25,20,2,1.995,0.074590884,0.06703232
apigenin,breast neoplasms,25,43,1.64,1.67576,0.094680634,-0.377690755
apigenin,bone diseases,25,162,1.52,1.54536,0.095950354,-0.264303351
apigenin,respiratory tract diseases,25,103,1.64,1.59484,0.095334015,0.473702907
apigenin,cardiovascular abnormalities,25,71,1.6,1.73392,0.082683938,-1.619661609
apigenin,death,25,23,1.68,1.87244,0.102021794,-1.88626364
apigenin,arteriosclerosis,25,45,1.76,1.83432,0.071058691,-1.045895987
apigenin,intestinal neoplasms,25,43,1.68,1.65488,0.094230492,0.266580376
apigenin,skin abnormalities,25,72,1.64,1.70264,0.083346448,-0.751561722
apigenin,adenocarcinoma,25,32,1.64,1.71704,0.100307719,-0.768036609
apigenin,urological manifestations,25,19,1.96,2.0138,0.076251951,-0.705555719
apigenin,"anemia, hemolytic",25,29,1.96,1.87496,0.069260367,1.227830634
apigenin,respiratory hypersensitivity,25,45,1.72,1.77008,0.101937204,-0.491282848
apigenin,ovarian diseases,25,28,1.72,1.67216,0.118129312,0.404979925
apigenin,spinocerebellar ataxias,25,33,1.76,1.79028,0.069212149,-0.437495445
apigenin,urogenital neoplasms,25,135,1.48,1.5464,0.090371677,-0.734743475
apigenin,"anemia, aplastic",25,21,1.76,1.796,0.069420458,-0.518579119
apigenin,head and neck neoplasms,25,38,1.72,1.71688,0.076690714,0.040682892
apigenin,lung neoplasms,25,21,1.8,1.71892,0.12270466,0.6607736
apigenin,leukemia,25,124,1.44,1.53376,0.091298754,-1.02695816
apigenin,actinomycetales infections,25,29,1.8,1.85436,0.069605965,-0.780967548
apigenin,colonic diseases,25,116,1.36,1.58776,0.092816929,-2.453862687
apigenin,colitis,25,68,1.48,1.70968,0.078275779,-2.934240994
apigenin,blood platelet disorders,25,28,1.92,1.89976,0.07063103,0.286559604
apigenin,esophageal diseases,25,26,1.76,1.75664,0.081357915,0.041298993
apigenin,keratosis,25,25,1.76,1.86648,0.071573805,-1.487695109
apigenin,rectal diseases,25,32,1.68,1.70748,0.090554125,-0.303464916
apigenin,insulin resistance,25,32,1.8,1.9094,0.067560639,-1.619286036
apigenin,mycobacterium infections,25,29,1.8,1.85436,0.069605965,-0.780967548
apigenin,spinocerebellar degenerations,25,35,1.76,1.80308,0.069547923,-0.619428994
apigenin,ocular motility disorders,25,20,1.96,1.97184,0.074386924,-0.15916776
apigenin,adrenal gland diseases,25,19,1.76,1.8604,0.108383763,-0.926338019
apigenin,"lysosomal storage diseases, nervous system",25,36,1.84,1.85092,0.072337774,-0.150958474
apigenin,intestinal diseases,25,222,1.32,1.49348,0.09667621,-1.794443533
apigenin,myocardial ischemia,25,52,1.68,1.7886,0.084131088,-1.290842688
apigenin,gout,25,17,1.84,1.99096,0.077798961,-1.9403858
apigenin,neuromuscular diseases,25,177,1.28,1.498,0.095762205,-2.276472215
apigenin,hematologic diseases,25,198,1.36,1.48736,0.092556093,-1.376030421
apigenin,spinal cord diseases,25,70,1.6,1.61312,0.096153344,-0.136448712
apigenin,multiple sclerosis,25,84,1.56,1.62764,0.101204893,-0.668347131
apigenin,albuminuria,25,19,1.96,2.0138,0.076251951,-0.705555719
apigenin,metabolic syndrome x,25,17,1.84,1.9744,0.07347816,-1.829114936
apigenin,brain diseases,25,351,1.52,1.42796,0.095233599,0.966465626
apigenin,connective tissue diseases,25,175,1.52,1.54036,0.095799115,-0.21252806
apigenin,neoplasms by site,25,281,1.4,1.40804,0.097213983,-0.082704152
apigenin,female urogenital diseases,25,264,1.48,1.47384,0.103678611,0.059414376
apigenin,"spastic paraplegia, hereditary",25,23,1.84,1.87052,0.070618196,-0.43218323
apigenin,heart arrest,25,17,1.68,1.8932,0.113695031,-1.875191895
apigenin,"lymphoma, non-hodgkin",25,26,1.56,1.72484,0.102655611,-1.605757337
apigenin,"leukemia, lymphoid",25,73,1.64,1.67708,0.071236743,-0.520517899
apigenin,musculoskeletal diseases,25,330,1.36,1.4156,0.100478057,-0.553354648
apigenin,nutrition disorders,25,25,1.88,1.95428,0.073218041,-1.014504055
apigenin,autoimmune diseases of the nervous system,25,99,1.48,1.61144,0.102013364,-1.28845864
apigenin,"limb deformities, congenital",25,21,1.76,1.78812,0.107202918,-0.262306293
apigenin,"arthritis, rheumatoid",25,43,1.84,1.74852,0.08381533,1.091447109
apigenin,lipidoses,25,29,1.84,1.88964,0.07262968,-0.683467146
apigenin,retinitis pigmentosa,25,72,1.84,1.80796,0.070010274,0.457647119
apigenin,male urogenital diseases,25,317,1.52,1.4792,0.097878292,0.416844218
apigenin,neuroendocrine tumors,25,25,1.72,1.787,0.071143517,-0.941758334
apigenin,pancreatic diseases,25,25,1.76,1.77728,0.10177132,-0.169792432
apigenin,"death, sudden, cardiac",25,17,1.68,1.8932,0.113695031,-1.875191895
apigenin,hemostatic disorders,25,24,1.76,1.8718,0.072409668,-1.543992719
apigenin,blood coagulation disorders,25,40,1.96,1.84536,0.063372474,1.808987304
apigenin,"neoplasms, connective tissue",25,30,1.68,1.70744,0.091785873,-0.298956683
apigenin,"leukemia, lymphocytic, chronic, b-cell",25,19,1.76,1.83592,0.104809129,-0.72436438
apigenin,proteostasis deficiencies,25,40,1.68,1.6584,0.093469995,0.231090201
apigenin,liver cirrhosis,25,30,1.72,1.78348,0.080602045,-0.787573073
apigenin,"cardiomyopathy, hypertrophic",25,23,1.8,1.88276,0.071444961,-1.158374212
apigenin,hair diseases,25,22,1.76,1.8982,0.074102362,-1.864987795
apigenin,"neoplasms, germ cell and embryonal",25,59,1.56,1.63052,0.086965106,-0.810899952
apigenin,arterial occlusive diseases,25,51,1.72,1.79056,0.068097624,-1.036159499
apigenin,dyskinesias,25,50,1.68,1.6948,0.088282275,-0.167644072
apigenin,prostatic neoplasms,25,68,1.56,1.69044,0.092475977,-1.410528481
apigenin,bacterial infections and mycoses,25,37,1.8,1.78648,0.082653552,0.163574338
apigenin,bronchial diseases,25,54,1.72,1.75464,0.092278223,-0.37538651
apigenin,adnexal diseases,25,28,1.72,1.67216,0.118129312,0.404979925
apigenin,lymphoma,25,29,1.56,1.72204,0.098682513,-1.642033577
apigenin,"skin diseases, genetic",25,130,1.6,1.63788,0.077213377,-0.490588567
apigenin,lysosomal storage diseases,25,49,1.68,1.83444,0.072857988,-2.11974012
apigenin,ectodermal dysplasia,25,20,1.88,1.8626,0.07312209,0.237958188
apigenin,parkinsonian disorders,25,40,1.76,1.73044,0.088804315,0.332866707
apigenin,"hypersensitivity, immediate",25,54,1.72,1.74656,0.096458107,-0.275352698
apigenin,carcinoma,25,57,1.52,1.62168,0.088780502,-1.145296515
apigenin,ataxia,25,35,1.76,1.7828,0.068854629,-0.331132419
apigenin,psoriasis,25,60,1.8,1.72908,0.086713053,0.817869944
apigenin,muscular diseases,25,70,1.72,1.7206,0.071540478,-0.00838686
apigenin,ankylosis,25,14,1.96,1.91744,0.076418888,0.556930378
apigenin,"neoplastic syndromes, hereditary",25,37,1.64,1.65928,0.092793758,-0.207772595
apigenin,spondylarthritis,25,20,1.88,1.83412,0.073270906,0.626169414
apigenin,"leukemia, myeloid",25,54,1.52,1.60856,0.097260097,-0.910548139
apigenin,uveitis,25,14,1.96,1.9466,0.074477111,0.179921051
apigenin,dyssomnias,25,21,1.88,1.97148,0.076968887,-1.188532189
apigenin,obesity,25,14,1.88,2.00428,0.075784442,-1.639914437
apigenin,stomatognathic diseases,25,44,1.68,1.79184,0.067933897,-1.646306255
apigenin,sensation disorders,25,22,1.88,2.02124,0.074264813,-1.90184281
apigenin,amyotrophic lateral sclerosis,25,25,1.72,1.72936,0.098120285,-0.095393118
apigenin,varicose veins,25,28,1.84,1.9564,0.072574376,-1.603871876
apigenin,lymphoproliferative disorders,25,115,1.52,1.59164,0.089436628,-0.8010141
apigenin,vasculitis,25,17,1.96,1.92572,0.077341332,0.44323002
apigenin,"lupus erythematosus, systemic",25,87,1.72,1.69808,0.088251423,0.248381265
apigenin,lipid metabolism disorders,25,55,1.68,1.7728,0.068674304,-1.351306018
apigenin,asthma,25,43,1.72,1.76548,0.093400051,-0.486937634
apigenin,myeloproliferative disorders,25,19,1.76,1.8052,0.067303492,-0.67158477
apigenin,"eye diseases, hereditary",25,136,1.76,1.70604,0.081850586,0.659250016
apigenin,coronary artery disease,25,37,1.76,1.86488,0.068645361,-1.527852696
apigenin,retinal degeneration,25,120,1.8,1.74328,0.078294582,0.724443485
apigenin,hypothalamic diseases,25,26,1.8,1.83504,0.071247445,-0.491807111
apigenin,nevi and melanomas,25,17,1.88,1.87,0.070851958,0.141139359
apigenin,autoimmune diseases,25,288,1.24,1.4438,0.101524184,-2.007403471
apigenin,spinal diseases,25,27,1.88,1.80908,0.068765933,1.031324618
apigenin,skin and connective tissue diseases,25,428,1.04,1.34048,0.096265101,-3.121380417
apigenin,hyperinsulinism,25,32,1.8,1.9094,0.067560639,-1.619286036
apigenin,gonadal disorders,25,67,1.68,1.62856,0.100480478,0.511940241
apigenin,osteochondrodysplasias,25,56,1.68,1.77216,0.067948027,-1.356330769
apigenin,gram-positive bacterial infections,25,29,1.8,1.85436,0.069605965,-0.780967548
apigenin,charcot-marie-tooth disease,25,29,1.72,1.78576,0.068833294,-0.955351632
apigenin,gastrointestinal neoplasms,25,75,1.68,1.5776,0.097146487,1.054078257
apigenin,"neoplasms, nerve tissue",25,54,1.56,1.64192,0.086252615,-0.949768305
apigenin,eye diseases,25,272,1.48,1.56084,0.094797122,-0.852768502
apigenin,craniofacial abnormalities,25,43,1.56,1.6596,0.088957518,-1.119635555
apigenin,body weight,25,14,1.88,2.00428,0.075784442,-1.639914437
apigenin,dwarfism,25,27,1.96,1.87676,0.070022156,1.188766587
apigenin,osteoporosis,25,18,1.92,2.0016,0.077649469,-1.050876475
apigenin,dna repair-deficiency disorders,25,46,1.68,1.6902,0.079899687,-0.127660074
apigenin,"diabetes mellitus, type 1",25,94,1.48,1.65796,0.089508873,-1.988182774
apigenin,colorectal neoplasms,25,43,1.68,1.65488,0.094230492,0.266580376
apigenin,diabetes mellitus,25,186,1.4,1.58908,0.08358441,-2.262144339
apigenin,macular degeneration,25,51,1.96,1.89484,0.07278856,0.895195624
apigenin,"cardiomyopathy, hypertrophic, familial",25,22,1.84,1.89056,0.073498887,-0.687901573
apigenin,biliary tract diseases,25,48,1.68,1.72488,0.093544565,-0.479771327
apigenin,kidney neoplasms,25,23,1.72,1.81416,0.068500324,-1.374592037
apigenin,stomatognathic system abnormalities,25,19,1.84,2.0178,0.074736604,-2.379021659
apigenin,breast diseases,25,45,1.56,1.67568,0.103709872,-1.115419367
apigenin,precursor cell lymphoblastic leukemia-lymphoma,25,43,1.76,1.7614,0.066522477,-0.021045518
apigenin,hypotrichosis,25,18,1.76,1.9194,0.074520064,-2.139021232
apigenin,female urogenital diseases and pregnancy complications,25,275,1.4,1.47,0.099835865,-0.701150832
apigenin,neurobehavioral manifestations,25,104,1.64,1.61632,0.085580708,0.276697874
apigenin,aneurysm,25,17,1.76,1.8486,0.072891975,-1.215497319
apigenin,"spondylitis, ankylosing",25,14,1.96,1.91744,0.076418888,0.556930378
apigenin,orbital diseases,25,14,2,2.01452,0.077760977,-0.186726048
apigenin,proteinuria,25,19,1.96,2.0138,0.076251951,-0.705555719
apigenin,demyelinating diseases,25,104,1.48,1.59572,0.096112859,-1.20400123
