,chemical,DirectEvidence,disease,pubchem_compound_id
267849,(-)-epigallocatechin 3-o-gallate,therapeutic,Hemolysis,65064.0
267859,(-)-epigallocatechin 3-o-gallate,therapeutic,Hemorrhage,65064.0
267946,(-)-epigallocatechin 3-o-gallate,therapeutic,Herpes Simplex,65064.0
268064,(-)-epigallocatechin 3-o-gallate,therapeutic,Hyperkinesis,65064.0
268118,(-)-epigallocatechin 3-o-gallate,therapeutic,Hypertension,65064.0
268340,(-)-epigallocatechin 3-o-gallate,therapeutic,Inflammation,65064.0
268536,(-)-epigallocatechin 3-o-gallate,therapeutic,Kidney Diseases,65064.0
268772,(-)-epigallocatechin 3-o-gallate,therapeutic,Liver Cirrhosis,65064.0
268823,(-)-epigallocatechin 3-o-gallate,therapeutic,"Liver Cirrhosis, Experimental",65064.0
269019,(-)-epigallocatechin 3-o-gallate,therapeutic,Liver Neoplasms,65064.0
269113,(-)-epigallocatechin 3-o-gallate,therapeutic,Lung Neoplasms,65064.0
269389,(-)-epigallocatechin 3-o-gallate,therapeutic,Melanoma,65064.0
269662,(-)-epigallocatechin 3-o-gallate,therapeutic,"Muscular Atrophy, Spinal",65064.0
269702,(-)-epigallocatechin 3-o-gallate,therapeutic,Myocardial Infarction,65064.0
269839,(-)-epigallocatechin 3-o-gallate,therapeutic,Necrosis,65064.0
269868,(-)-epigallocatechin 3-o-gallate,therapeutic,Neoplasm Invasiveness,65064.0
270062,(-)-epigallocatechin 3-o-gallate,therapeutic,Nerve Degeneration,65064.0
270433,(-)-epigallocatechin 3-o-gallate,therapeutic,Pancreatic Neoplasms,65064.0
270566,(-)-epigallocatechin 3-o-gallate,therapeutic,Peritoneal Fibrosis,65064.0
270636,(-)-epigallocatechin 3-o-gallate,therapeutic,Poisoning,65064.0
270702,(-)-epigallocatechin 3-o-gallate,therapeutic,Precancerous Conditions,65064.0
270789,(-)-epigallocatechin 3-o-gallate,therapeutic,Prostatic Neoplasms,65064.0
270908,(-)-epigallocatechin 3-o-gallate,therapeutic,Prostatitis,65064.0
270983,(-)-epigallocatechin 3-o-gallate,therapeutic,Pulmonary Fibrosis,65064.0
271344,(-)-epigallocatechin 3-o-gallate,therapeutic,Skin Neoplasms,65064.0
271575,(-)-epigallocatechin 3-o-gallate,therapeutic,Substance Withdrawal Syndrome,65064.0
271678,(-)-epigallocatechin 3-o-gallate,therapeutic,Tongue Neoplasms,65064.0
271890,(-)-epigallocatechin 3-o-gallate,therapeutic,Weight Loss,65064.0
271998,theaflavin,therapeutic,Atherosclerosis,114777.0
272245,theaflavin,therapeutic,Drug-Induced Liver Injury,114777.0
272357,theaflavin,therapeutic,Hyperplasia,114777.0
272386,theaflavin,therapeutic,Inflammation,114777.0
272451,theaflavin,therapeutic,Liver Neoplasms,114777.0
272690,theaflavin,therapeutic,Prostatic Neoplasms,114777.0
272808,theaflavin,therapeutic,Tongue Neoplasms,114777.0
272841,theaflavin,therapeutic,Weight Loss,114777.0
272890,kaempferol 3-o-sophoroside,therapeutic,Diabetes Mellitus,5282155.0
272913,kaempferol 3-o-sophoroside,therapeutic,Hypersensitivity,5282155.0
272919,kaempferol 3-o-sophoroside,therapeutic,Inflammation,5282155.0
272952,kaempferol 3-o-sophoroside,therapeutic,Neoplasms,5282155.0
273809,episesamin,therapeutic,Brain Injuries,72307.0
273810,sesamin,therapeutic,Brain Injuries,72307.0
273939,episesamin,therapeutic,Catalepsy,72307.0
273940,sesamin,therapeutic,Catalepsy,72307.0
274129,episesamin,therapeutic,Drug-Induced Liver Injury,72307.0
274130,sesamin,therapeutic,Drug-Induced Liver Injury,72307.0
274157,episesamin,therapeutic,Edema,72307.0
274158,sesamin,therapeutic,Edema,72307.0
274259,episesamin,therapeutic,Heart Diseases,72307.0
274260,sesamin,therapeutic,Heart Diseases,72307.0
274397,episesamin,therapeutic,Hypokinesia,72307.0
274398,sesamin,therapeutic,Hypokinesia,72307.0
274413,episesamin,therapeutic,"Infarction, Middle Cerebral Artery",72307.0
274414,sesamin,therapeutic,"Infarction, Middle Cerebral Artery",72307.0
274429,episesamin,therapeutic,Inflammation,72307.0
274430,sesamin,therapeutic,Inflammation,72307.0
274875,episesamin,therapeutic,Parkinsonian Disorders,72307.0
274876,sesamin,therapeutic,Parkinsonian Disorders,72307.0
275298,secoisolariciresinol,therapeutic,Edema,11646293.0
275523,bisdemethoxycurcumin,therapeutic,Alzheimer Disease,5315472.0
275822,bisdemethoxycurcumin,therapeutic,Edema,5315472.0
276147,bisdemethoxycurcumin,therapeutic,Neoplasm Invasiveness,5315472.0
276373,bisdemethoxycurcumin,therapeutic,Stomach Ulcer,5315472.0
276497,curcumin,therapeutic,Acute Kidney Injury,969516.0
276531,curcumin,therapeutic,Acute Lung Injury,969516.0
276624,curcumin,therapeutic,Adenoma,969516.0
276642,curcumin,therapeutic,Adenomatous Polyposis Coli,969516.0
276678,curcumin,therapeutic,Albuminuria,969516.0
276693,curcumin,therapeutic,Alcohol-Related Disorders,969516.0
276708,curcumin,therapeutic,Alzheimer Disease,969516.0
276742,curcumin,therapeutic,Amnesia,969516.0
276919,curcumin,therapeutic,Arsenic Poisoning,969516.0
276941,curcumin,therapeutic,"Arthritis, Experimental",969516.0
277002,curcumin,therapeutic,"Arthritis, Rheumatoid",969516.0
277062,curcumin,therapeutic,Ascites,969516.0
277068,curcumin,therapeutic,Asthenozoospermia,969516.0
277117,curcumin,therapeutic,Atherosclerosis,969516.0
277223,curcumin,therapeutic,Autoimmune Diseases,969516.0
277366,curcumin,therapeutic,Brain Ischemia,969516.0
277411,curcumin,therapeutic,Brain Neoplasms,969516.0
277429,curcumin,therapeutic,Breast Neoplasms,969516.0
277640,curcumin,therapeutic,Capillary Leak Syndrome,969516.0
277645,curcumin,therapeutic,Carcinoma,969516.0
277720,curcumin,therapeutic,"Carcinoma, Ductal, Breast",969516.0
277726,curcumin,therapeutic,"Carcinoma, Hepatocellular",969516.0
277831,curcumin,therapeutic,"Carcinoma, Non-Small-Cell Lung",969516.0
277915,curcumin,therapeutic,"Carcinoma, Squamous Cell",969516.0
277997,curcumin,therapeutic,Cardiomegaly,969516.0
278025,curcumin,therapeutic,Cardiomyopathies,969516.0
278313,curcumin,therapeutic,Cocaine-Related Disorders,969516.0
278335,curcumin,therapeutic,Cognition Disorders,969516.0
278346,curcumin,therapeutic,Colitis,969516.0
278384,curcumin,therapeutic,Coloboma,969516.0
278386,curcumin,therapeutic,Colonic Neoplasms,969516.0
278532,curcumin,therapeutic,Corneal Neovascularization,969516.0
278638,curcumin,therapeutic,Cystitis,969516.0
278649,curcumin,therapeutic,Dementia,969516.0
278844,curcumin,therapeutic,"Diabetes Mellitus, Type 2",969516.0
278897,curcumin,therapeutic,Diabetic Nephropathies,969516.0
278935,curcumin,therapeutic,Diarrhea,969516.0
279019,curcumin,therapeutic,Drug-Induced Liver Injury,969516.0
279085,curcumin,therapeutic,Drug-Related Side Effects and Adverse Reactions,969516.0
279109,curcumin,therapeutic,Duodenal Ulcer,969516.0
279135,curcumin,therapeutic,Edema,969516.0
279231,curcumin,therapeutic,Enteritis,969516.0
279369,curcumin,therapeutic,Fatty Liver,969516.0
279440,curcumin,therapeutic,Fibrosis,969516.0
279497,curcumin,therapeutic,Gastrointestinal Neoplasms,969516.0
279530,curcumin,therapeutic,Glioblastoma,969516.0
279671,curcumin,therapeutic,Head and Neck Neoplasms,969516.0
279699,curcumin,therapeutic,Heart Diseases,969516.0
279784,curcumin,therapeutic,Helicobacter Infections,969516.0
279810,curcumin,therapeutic,Hemolysis,969516.0
279821,curcumin,therapeutic,Hemorrhage,969516.0
279834,curcumin,therapeutic,Hepatic Veno-Occlusive Disease,969516.0
279893,curcumin,therapeutic,Hepatomegaly,969516.0
279905,curcumin,therapeutic,Hereditary Sensory and Motor Neuropathy,969516.0
279981,curcumin,therapeutic,Hyperalgesia,969516.0
280024,curcumin,therapeutic,Hypercholesterolemia,969516.0
280046,curcumin,therapeutic,Hyperglycemia,969516.0
280076,curcumin,therapeutic,Hyperlipidemias,969516.0
280142,curcumin,therapeutic,Hypertension,969516.0
280232,curcumin,therapeutic,Hyperthyroidism,969516.0
280263,curcumin,therapeutic,Hypoalbuminemia,969516.0
280306,curcumin,therapeutic,Hypothyroidism,969516.0
280378,curcumin,therapeutic,Inflammation,969516.0
280438,curcumin,therapeutic,Inflammatory Bowel Diseases,969516.0
280454,curcumin,therapeutic,Insulin Resistance,969516.0
280505,curcumin,therapeutic,Intestinal Neoplasms,969516.0
280589,curcumin,therapeutic,Kidney Diseases,969516.0
280617,curcumin,therapeutic,"Kidney Failure, Chronic",969516.0
280674,curcumin,therapeutic,Learning Disorders,969516.0
280687,curcumin,therapeutic,Leiomyoma,969516.0
280727,curcumin,therapeutic,Leukemia,969516.0
280930,curcumin,therapeutic,"Liver Cirrhosis, Experimental",969516.0
281076,curcumin,therapeutic,Liver Diseases,969516.0
281207,curcumin,therapeutic,Lung Neoplasms,969516.0
281307,curcumin,therapeutic,Lymphoma,969516.0
281348,curcumin,therapeutic,"Lymphoma, T-Cell",969516.0
281508,curcumin,therapeutic,Melanoma,969516.0
281562,curcumin,therapeutic,Memory Disorders,969516.0
281592,curcumin,therapeutic,Mercury Poisoning,969516.0
281600,curcumin,therapeutic,Mesothelioma,969516.0
281728,curcumin,therapeutic,Mouth Neoplasms,969516.0
281747,curcumin,therapeutic,Movement Disorders,969516.0
281756,curcumin,therapeutic,Multiple Myeloma,969516.0
281797,curcumin,therapeutic,"Muscular Atrophy, Spinal",969516.0
281799,curcumin,therapeutic,Muscular Diseases,969516.0
281835,curcumin,therapeutic,Myocardial Infarction,969516.0
281882,curcumin,therapeutic,Myocardial Ischemia,969516.0
281996,curcumin,therapeutic,Necrosis,969516.0
282023,curcumin,therapeutic,Neoplasm Invasiveness,969516.0
282165,curcumin,therapeutic,Neoplasms,969516.0
282192,curcumin,therapeutic,"Neoplasms, Experimental",969516.0
282220,curcumin,therapeutic,"Neoplasms, Hormone-Dependent",969516.0
282224,curcumin,therapeutic,Neoplastic Processes,969516.0
282260,curcumin,therapeutic,Nerve Degeneration,969516.0
282320,curcumin,therapeutic,Nervous System Neoplasms,969516.0
282332,curcumin,therapeutic,Neurobehavioral Manifestations,969516.0
282385,curcumin,therapeutic,Neurotoxicity Syndromes,969516.0
282436,curcumin,therapeutic,Obesity,969516.0
282509,curcumin,therapeutic,Oligospermia,969516.0
282534,curcumin,therapeutic,Osteoarthritis,969516.0
282576,curcumin,therapeutic,Osteoporosis,969516.0
282621,curcumin,therapeutic,Ovarian Neoplasms,969516.0
282672,curcumin,therapeutic,Pancreatic Neoplasms,969516.0
282772,curcumin,therapeutic,Parkinsonian Disorders,969516.0
283036,curcumin,therapeutic,Prostatic Neoplasms,969516.0
283166,curcumin,therapeutic,Proteinuria,969516.0
283230,curcumin,therapeutic,Pulmonary Edema,969516.0
283239,curcumin,therapeutic,Pulmonary Emphysema,969516.0
283386,curcumin,therapeutic,"Respiratory Distress Syndrome, Adult",969516.0
283472,curcumin,therapeutic,Sarcoma,969516.0
283534,curcumin,therapeutic,Seizures,969516.0
283561,curcumin,therapeutic,Sepsis,969516.0
283634,curcumin,therapeutic,Skin Neoplasms,969516.0
283752,curcumin,therapeutic,Stomach Neoplasms,969516.0
283835,curcumin,therapeutic,Stomach Ulcer,969516.0
284017,curcumin,therapeutic,Ulcer,969516.0
284049,curcumin,therapeutic,Urinary Bladder Neoplasms,969516.0
284094,curcumin,therapeutic,Urogenital Neoplasms,969516.0
284159,curcumin,therapeutic,"Ventricular Dysfunction, Left",969516.0
284200,curcumin,therapeutic,Weight Gain,969516.0
284224,curcumin,therapeutic,Weight Loss,969516.0
284289,demethoxycurcumin,therapeutic,Amnesia,5469424.0
284631,demethoxycurcumin,therapeutic,Edema,5469424.0
285014,demethoxycurcumin,therapeutic,Neoplasm Invasiveness,5469424.0
285415,juglone,therapeutic,"Gait Disorders, Neurologic",3806.0
285461,juglone,therapeutic,Nerve Degeneration,3806.0
286145,"2,3-dihydroxybenzoic acid",therapeutic,Acute Kidney Injury,19.0
286178,"2,3-dihydroxybenzoic acid",therapeutic,Hearing Loss,19.0
286181,"2,3-dihydroxybenzoic acid",therapeutic,Kidney Diseases,19.0
286219,"2,3-dihydroxybenzoic acid",therapeutic,Vestibular Diseases,19.0
286476,cinnamic acid,therapeutic,Coxsackievirus Infections,444539.0
286648,cinnamic acid,therapeutic,Kidney Diseases,444539.0
286701,cinnamic acid,therapeutic,Melanoma,444539.0
287317,rosmarinic acid,therapeutic,Inflammation,5281792.0
287369,rosmarinic acid,therapeutic,Liver Diseases,5281792.0
287378,rosmarinic acid,therapeutic,Lung Injury,5281792.0
287447,rosmarinic acid,therapeutic,Necrosis,5281792.0
5722,(-)-epicatechin,therapeutic,Atherosclerosis,72276.0
6070,(-)-epicatechin,therapeutic,Breast Neoplasms,72276.0
6698,(-)-epicatechin,therapeutic,"Cell Transformation, Neoplastic",72276.0
7132,(-)-epicatechin,therapeutic,Cystitis,72276.0
7586,(-)-epicatechin,therapeutic,Drug-Induced Liver Injury,72276.0
8180,(-)-epicatechin,therapeutic,Hearing Loss,72276.0
8202,(-)-epicatechin,therapeutic,Heart Diseases,72276.0
8456,(-)-epicatechin,therapeutic,HIV Infections,72276.0
8584,(-)-epicatechin,therapeutic,Hyperhomocysteinemia,72276.0
9042,(-)-epicatechin,therapeutic,Insulin Resistance,72276.0
9620,(-)-epicatechin,therapeutic,Liver Diseases,72276.0
9642,(-)-epicatechin,therapeutic,"Liver Failure, Acute",72276.0
9652,(-)-epicatechin,therapeutic,Liver Neoplasms,72276.0
9958,(-)-epicatechin,therapeutic,"Mammary Neoplasms, Experimental",72276.0
10364,(-)-epicatechin,therapeutic,Myocardial Infarction,72276.0
10606,(-)-epicatechin,therapeutic,Neoplasm Metastasis,72276.0
10736,(-)-epicatechin,therapeutic,Nerve Degeneration,72276.0
10830,(-)-epicatechin,therapeutic,Neurodegenerative Diseases,72276.0
12630,(-)-epicatechin,therapeutic,Weight Gain,72276.0
26547,poncirin,therapeutic,Seizures,442456.0
214479,piceatannol 3-o-glucoside,therapeutic,Liver Diseases,5281712.0
214507,piceatannol 3-o-glucoside,therapeutic,"Mammary Neoplasms, Experimental",5281712.0
217420,resveratrol 3-sulfate,therapeutic,Abdominal Injuries,25113755.0
217421,trans-resveratrol 3-sulfate,therapeutic,Abdominal Injuries,25113755.0
217428,resveratrol 3-sulfate,therapeutic,Aberrant Crypt Foci,25113755.0
217429,trans-resveratrol 3-sulfate,therapeutic,Aberrant Crypt Foci,25113755.0
217912,resveratrol 3-sulfate,therapeutic,Acute Kidney Injury,25113755.0
217913,trans-resveratrol 3-sulfate,therapeutic,Acute Kidney Injury,25113755.0
218112,resveratrol 3-sulfate,therapeutic,Acute Lung Injury,25113755.0
218113,trans-resveratrol 3-sulfate,therapeutic,Acute Lung Injury,25113755.0
218180,resveratrol 3-sulfate,therapeutic,Adenocarcinoma,25113755.0
218181,trans-resveratrol 3-sulfate,therapeutic,Adenocarcinoma,25113755.0
218532,resveratrol 3-sulfate,therapeutic,Adenocarcinoma of lung,25113755.0
218533,trans-resveratrol 3-sulfate,therapeutic,Adenocarcinoma of lung,25113755.0
218692,resveratrol 3-sulfate,therapeutic,Adenoma,25113755.0
218693,trans-resveratrol 3-sulfate,therapeutic,Adenoma,25113755.0
218792,resveratrol 3-sulfate,therapeutic,Adenomatous Polyposis Coli,25113755.0
218793,trans-resveratrol 3-sulfate,therapeutic,Adenomatous Polyposis Coli,25113755.0
218828,resveratrol 3-sulfate,therapeutic,Adrenal Cortex Diseases,25113755.0
218829,trans-resveratrol 3-sulfate,therapeutic,Adrenal Cortex Diseases,25113755.0
218976,resveratrol 3-sulfate,therapeutic,"Aging, Premature",25113755.0
218977,trans-resveratrol 3-sulfate,therapeutic,"Aging, Premature",25113755.0
219056,resveratrol 3-sulfate,therapeutic,Albuminuria,25113755.0
219057,trans-resveratrol 3-sulfate,therapeutic,Albuminuria,25113755.0
219288,resveratrol 3-sulfate,therapeutic,Alveolar Bone Loss,25113755.0
219289,trans-resveratrol 3-sulfate,therapeutic,Alveolar Bone Loss,25113755.0
219304,resveratrol 3-sulfate,therapeutic,Alzheimer Disease,25113755.0
219305,trans-resveratrol 3-sulfate,therapeutic,Alzheimer Disease,25113755.0
219724,resveratrol 3-sulfate,therapeutic,Amyotrophic Lateral Sclerosis,25113755.0
219725,trans-resveratrol 3-sulfate,therapeutic,Amyotrophic Lateral Sclerosis,25113755.0
219888,resveratrol 3-sulfate,therapeutic,Anaphylaxis,25113755.0
219889,trans-resveratrol 3-sulfate,therapeutic,Anaphylaxis,25113755.0
219904,resveratrol 3-sulfate,therapeutic,Anemia,25113755.0
219905,trans-resveratrol 3-sulfate,therapeutic,Anemia,25113755.0
220220,resveratrol 3-sulfate,therapeutic,Anophthalmos,25113755.0
220221,trans-resveratrol 3-sulfate,therapeutic,Anophthalmos,25113755.0
220256,resveratrol 3-sulfate,therapeutic,Anoxia,25113755.0
220257,trans-resveratrol 3-sulfate,therapeutic,Anoxia,25113755.0
220468,resveratrol 3-sulfate,therapeutic,"Aortic Aneurysm, Abdominal",25113755.0
220469,trans-resveratrol 3-sulfate,therapeutic,"Aortic Aneurysm, Abdominal",25113755.0
220736,resveratrol 3-sulfate,therapeutic,Arsenic Poisoning,25113755.0
220737,trans-resveratrol 3-sulfate,therapeutic,Arsenic Poisoning,25113755.0
220904,resveratrol 3-sulfate,therapeutic,"Arthritis, Experimental",25113755.0
220905,trans-resveratrol 3-sulfate,therapeutic,"Arthritis, Experimental",25113755.0
221264,resveratrol 3-sulfate,therapeutic,"Arthritis, Rheumatoid",25113755.0
221265,trans-resveratrol 3-sulfate,therapeutic,"Arthritis, Rheumatoid",25113755.0
221708,resveratrol 3-sulfate,therapeutic,Asthenozoospermia,25113755.0
221709,trans-resveratrol 3-sulfate,therapeutic,Asthenozoospermia,25113755.0
221720,resveratrol 3-sulfate,therapeutic,Asthma,25113755.0
221721,trans-resveratrol 3-sulfate,therapeutic,Asthma,25113755.0
222048,resveratrol 3-sulfate,therapeutic,Atherosclerosis,25113755.0
222049,trans-resveratrol 3-sulfate,therapeutic,Atherosclerosis,25113755.0
223120,resveratrol 3-sulfate,therapeutic,beta-Thalassemia,25113755.0
223121,trans-resveratrol 3-sulfate,therapeutic,beta-Thalassemia,25113755.0
223456,resveratrol 3-sulfate,therapeutic,Bone Marrow failure syndromes,25113755.0
223457,trans-resveratrol 3-sulfate,therapeutic,Bone Marrow failure syndromes,25113755.0
223500,resveratrol 3-sulfate,therapeutic,Bone Resorption,25113755.0
223501,trans-resveratrol 3-sulfate,therapeutic,Bone Resorption,25113755.0
223560,resveratrol 3-sulfate,therapeutic,Bradycardia,25113755.0
223561,trans-resveratrol 3-sulfate,therapeutic,Bradycardia,25113755.0
223668,resveratrol 3-sulfate,therapeutic,Brain Edema,25113755.0
223669,trans-resveratrol 3-sulfate,therapeutic,Brain Edema,25113755.0
223696,resveratrol 3-sulfate,therapeutic,Brain Infarction,25113755.0
223697,trans-resveratrol 3-sulfate,therapeutic,Brain Infarction,25113755.0
223716,resveratrol 3-sulfate,therapeutic,Brain Injuries,25113755.0
223717,trans-resveratrol 3-sulfate,therapeutic,Brain Injuries,25113755.0
223880,resveratrol 3-sulfate,therapeutic,Brain Ischemia,25113755.0
223881,trans-resveratrol 3-sulfate,therapeutic,Brain Ischemia,25113755.0
224196,resveratrol 3-sulfate,therapeutic,Breast Neoplasms,25113755.0
224197,trans-resveratrol 3-sulfate,therapeutic,Breast Neoplasms,25113755.0
225736,resveratrol 3-sulfate,therapeutic,Carcinoma,25113755.0
225737,trans-resveratrol 3-sulfate,therapeutic,Carcinoma,25113755.0
226360,resveratrol 3-sulfate,therapeutic,"Carcinoma, Ductal",25113755.0
226361,trans-resveratrol 3-sulfate,therapeutic,"Carcinoma, Ductal",25113755.0
226408,resveratrol 3-sulfate,therapeutic,"Carcinoma, Ehrlich Tumor",25113755.0
226409,trans-resveratrol 3-sulfate,therapeutic,"Carcinoma, Ehrlich Tumor",25113755.0
226412,resveratrol 3-sulfate,therapeutic,"Carcinoma, Hepatocellular",25113755.0
226413,trans-resveratrol 3-sulfate,therapeutic,"Carcinoma, Hepatocellular",25113755.0
227048,resveratrol 3-sulfate,therapeutic,"Carcinoma, Lewis Lung",25113755.0
227049,trans-resveratrol 3-sulfate,therapeutic,"Carcinoma, Lewis Lung",25113755.0
227072,resveratrol 3-sulfate,therapeutic,"Carcinoma, Merkel Cell",25113755.0
227073,trans-resveratrol 3-sulfate,therapeutic,"Carcinoma, Merkel Cell",25113755.0
227084,resveratrol 3-sulfate,therapeutic,"Carcinoma, Non-Small-Cell Lung",25113755.0
227085,trans-resveratrol 3-sulfate,therapeutic,"Carcinoma, Non-Small-Cell Lung",25113755.0
227392,resveratrol 3-sulfate,therapeutic,"Carcinoma, Renal Cell",25113755.0
227393,trans-resveratrol 3-sulfate,therapeutic,"Carcinoma, Renal Cell",25113755.0
227648,resveratrol 3-sulfate,therapeutic,"Carcinoma, Squamous Cell",25113755.0
227649,trans-resveratrol 3-sulfate,therapeutic,"Carcinoma, Squamous Cell",25113755.0
227936,resveratrol 3-sulfate,therapeutic,"Carcinoma, squamous cell of head and neck",25113755.0
227937,trans-resveratrol 3-sulfate,therapeutic,"Carcinoma, squamous cell of head and neck",25113755.0
228152,resveratrol 3-sulfate,therapeutic,Cardiomegaly,25113755.0
228153,trans-resveratrol 3-sulfate,therapeutic,Cardiomegaly,25113755.0
228364,resveratrol 3-sulfate,therapeutic,Cardiomyopathies,25113755.0
228365,trans-resveratrol 3-sulfate,therapeutic,Cardiomyopathies,25113755.0
228564,resveratrol 3-sulfate,therapeutic,"Cardiomyopathy, Dilated",25113755.0
228565,trans-resveratrol 3-sulfate,therapeutic,"Cardiomyopathy, Dilated",25113755.0
228772,resveratrol 3-sulfate,therapeutic,"Cardiomyopathy, Hypertrophic",25113755.0
228773,trans-resveratrol 3-sulfate,therapeutic,"Cardiomyopathy, Hypertrophic",25113755.0
228852,resveratrol 3-sulfate,therapeutic,Cardiotoxicity,25113755.0
228853,trans-resveratrol 3-sulfate,therapeutic,Cardiotoxicity,25113755.0
228876,resveratrol 3-sulfate,therapeutic,Cardiovascular Diseases,25113755.0
228877,trans-resveratrol 3-sulfate,therapeutic,Cardiovascular Diseases,25113755.0
229032,resveratrol 3-sulfate,therapeutic,Carotid Artery Injuries,25113755.0
229033,trans-resveratrol 3-sulfate,therapeutic,Carotid Artery Injuries,25113755.0
229052,resveratrol 3-sulfate,therapeutic,Cartilage Diseases,25113755.0
229053,trans-resveratrol 3-sulfate,therapeutic,Cartilage Diseases,25113755.0
229068,resveratrol 3-sulfate,therapeutic,Catalepsy,25113755.0
229069,trans-resveratrol 3-sulfate,therapeutic,Catalepsy,25113755.0
229200,resveratrol 3-sulfate,therapeutic,"Cell Transformation, Neoplastic",25113755.0
229201,trans-resveratrol 3-sulfate,therapeutic,"Cell Transformation, Neoplastic",25113755.0
229684,resveratrol 3-sulfate,therapeutic,Cerebral Infarction,25113755.0
229685,trans-resveratrol 3-sulfate,therapeutic,Cerebral Infarction,25113755.0
229744,resveratrol 3-sulfate,therapeutic,"Ceroid lipofuscinosis, neuronal 1, infantile",25113755.0
229745,trans-resveratrol 3-sulfate,therapeutic,"Ceroid lipofuscinosis, neuronal 1, infantile",25113755.0
230056,resveratrol 3-sulfate,therapeutic,Cholestasis,25113755.0
230057,trans-resveratrol 3-sulfate,therapeutic,Cholestasis,25113755.0
230320,resveratrol 3-sulfate,therapeutic,Choroidal Neovascularization,25113755.0
230321,trans-resveratrol 3-sulfate,therapeutic,Choroidal Neovascularization,25113755.0
230432,resveratrol 3-sulfate,therapeutic,Chronobiology Disorders,25113755.0
230433,trans-resveratrol 3-sulfate,therapeutic,Chronobiology Disorders,25113755.0
230808,resveratrol 3-sulfate,therapeutic,Cognition Disorders,25113755.0
230809,trans-resveratrol 3-sulfate,therapeutic,Cognition Disorders,25113755.0
230904,resveratrol 3-sulfate,therapeutic,Colitis,25113755.0
230905,trans-resveratrol 3-sulfate,therapeutic,Colitis,25113755.0
230988,resveratrol 3-sulfate,therapeutic,"Colitis, Ulcerative",25113755.0
230989,trans-resveratrol 3-sulfate,therapeutic,"Colitis, Ulcerative",25113755.0
231080,resveratrol 3-sulfate,therapeutic,Colonic Neoplasms,25113755.0
231081,trans-resveratrol 3-sulfate,therapeutic,Colonic Neoplasms,25113755.0
231456,resveratrol 3-sulfate,therapeutic,Colonic Polyps,25113755.0
231457,trans-resveratrol 3-sulfate,therapeutic,Colonic Polyps,25113755.0
231468,resveratrol 3-sulfate,therapeutic,Colorectal Neoplasms,25113755.0
231469,trans-resveratrol 3-sulfate,therapeutic,Colorectal Neoplasms,25113755.0
232188,resveratrol 3-sulfate,therapeutic,Coronary Artery Disease,25113755.0
232189,trans-resveratrol 3-sulfate,therapeutic,Coronary Artery Disease,25113755.0
232324,resveratrol 3-sulfate,therapeutic,Coronary Disease,25113755.0
232325,trans-resveratrol 3-sulfate,therapeutic,Coronary Disease,25113755.0
233048,resveratrol 3-sulfate,therapeutic,Death,25113755.0
233049,trans-resveratrol 3-sulfate,therapeutic,Death,25113755.0
233140,resveratrol 3-sulfate,therapeutic,Depressive Disorder,25113755.0
233141,trans-resveratrol 3-sulfate,therapeutic,Depressive Disorder,25113755.0
233772,resveratrol 3-sulfate,therapeutic,Diabetes Complications,25113755.0
233773,trans-resveratrol 3-sulfate,therapeutic,Diabetes Complications,25113755.0
233840,resveratrol 3-sulfate,therapeutic,Diabetes Mellitus,25113755.0
233841,trans-resveratrol 3-sulfate,therapeutic,Diabetes Mellitus,25113755.0
233924,resveratrol 3-sulfate,therapeutic,"Diabetes Mellitus, Experimental",25113755.0
233925,trans-resveratrol 3-sulfate,therapeutic,"Diabetes Mellitus, Experimental",25113755.0
234352,resveratrol 3-sulfate,therapeutic,"Diabetes Mellitus, Type 1",25113755.0
234353,trans-resveratrol 3-sulfate,therapeutic,"Diabetes Mellitus, Type 1",25113755.0
234472,resveratrol 3-sulfate,therapeutic,"Diabetes Mellitus, Type 2",25113755.0
234473,trans-resveratrol 3-sulfate,therapeutic,"Diabetes Mellitus, Type 2",25113755.0
234776,resveratrol 3-sulfate,therapeutic,Diabetic Angiopathies,25113755.0
234777,trans-resveratrol 3-sulfate,therapeutic,Diabetic Angiopathies,25113755.0
234828,resveratrol 3-sulfate,therapeutic,Diabetic Cardiomyopathies,25113755.0
234829,trans-resveratrol 3-sulfate,therapeutic,Diabetic Cardiomyopathies,25113755.0
234872,resveratrol 3-sulfate,therapeutic,Diabetic Nephropathies,25113755.0
234873,trans-resveratrol 3-sulfate,therapeutic,Diabetic Nephropathies,25113755.0
234964,resveratrol 3-sulfate,therapeutic,Diabetic Neuropathies,25113755.0
234965,trans-resveratrol 3-sulfate,therapeutic,Diabetic Neuropathies,25113755.0
235012,resveratrol 3-sulfate,therapeutic,Diabetic Retinopathy,25113755.0
235013,trans-resveratrol 3-sulfate,therapeutic,Diabetic Retinopathy,25113755.0
235096,resveratrol 3-sulfate,therapeutic,"Disease Models, Animal",25113755.0
235097,trans-resveratrol 3-sulfate,therapeutic,"Disease Models, Animal",25113755.0
235252,resveratrol 3-sulfate,therapeutic,Disease Progression,25113755.0
235253,trans-resveratrol 3-sulfate,therapeutic,Disease Progression,25113755.0
235748,resveratrol 3-sulfate,therapeutic,Drug-Induced Liver Injury,25113755.0
235749,trans-resveratrol 3-sulfate,therapeutic,Drug-Induced Liver Injury,25113755.0
236288,resveratrol 3-sulfate,therapeutic,Drug-Related Side Effects and Adverse Reactions,25113755.0
